  -1.8655847e+00   5.8220750e-01  -1.4836041e+00  -2.5383438e-01
   1.2799249e+00   8.8418648e-01  -6.1990931e-02   1.1957525e+00
   1.8745973e+00   1.9748185e+00   5.2007384e-01   8.6361504e-01
  -1.5774832e+00  -1.5612101e+00  -9.1377834e-01  -6.3549039e-01
  -1.3853731e+00   5.1158552e-01  -1.2849273e+00  -2.8053469e-01
   1.0857097e-01   1.8909634e+00  -1.3779519e-01   1.2412024e+00
  -1.7030254e-01  -1.2318866e+00  -1.1606405e+00  -4.8721983e-01
   7.2208433e-02   7.8506535e-01  -3.3409445e-01   1.3376665e+00
   1.8307758e+00   1.2137687e-01  -6.5701830e-02   1.1930544e+00
  -1.7280289e+00   8.0209870e-02  -1.4603131e+00  -3.0546185e-01
  -6.2215035e-01  -1.8221836e+00  -9.1904521e-01  -6.3177977e-01
   7.0132826e-01  -1.0288586e+00  -1.1527513e+00  -4.6434105e-01
   1.6639650e+00   9.4536030e-01   5.9511224e-02   1.1270989e+00
  -1.9953958e+00  -4.2117010e-01  -1.3358404e+00  -3.8836329e-01
  -3.0260384e-01   8.1618972e-01  -3.8421798e-01   1.3535448e+00
   1.0806389e+00  -1.9216895e+00  -9.9994946e-01  -5.7958906e-01
  -7.1011277e-01  -6.7656848e-01  -1.2920383e+00  -4.0737620e-01
   1.1389572e+00  -3.0276201e-01  -1.3107661e-01   1.1406235e+00
  -1.8569491e+00  -1.2117848e+00  -1.0405655e+00  -5.6188805e-01
  -6.3550157e-01   1.0764575e+00  -4.3135806e-01   1.3866999e+00
   4.2955686e-01  -4.1283393e-01  -7.5494604e-01  -4.0616145e-01
  -1.2330190e+00   1.2340564e+00  -4.9884334e-01   1.4036479e+00
  -1.0286016e+00  -4.9041782e-01  -1.3356112e+00  -3.8216949e-01
   1.0620001e+00   1.7972156e+00   1.3821562e-01   1.0831416e+00
  -1.2453521e+00  -6.8973826e-01  -1.2843145e+00  -4.1668767e-01
  -1.6355461e+00  -2.4542007e-01  -1.3944229e+00  -3.5024370e-01
   7.3345297e-01   1.0754170e+00  -1.6176330e-01   1.2524198e+00
   1.8637246e-01  -1.3309858e+00  -1.1397837e+00  -4.9780190e-01
  -2.9708463e-01   1.4479219e+00  -3.3987676e-01   1.3528537e+00
   5.7777113e-01   1.9594886e+00   3.1333839e-02   1.1445909e+00
   5.9047052e-01   5.7693826e-02  -2.2299567e-01   1.2124175e+00
   7.1606702e-01   1.5371241e+00  -5.6514481e-02   1.1942657e+00
   5.4314684e-01   3.5210422e-01  -2.7079492e-01   1.2903706e+00
   1.7806965e+00  -1.3809906e+00  -9.2341300e-01  -5.3086126e-01
   8.3712681e-01  -3.7218065e-01   1.0585558e-01   6.1016142e-01
  -1.5224150e+00   1.3023353e+00  -5.1686678e-01   1.3905121e+00
  -1.9944921e-01  -7.2590302e-01  -1.2637346e+00  -4.1583772e-01
   1.0811421e+00  -1.5531770e+00  -1.0783722e+00  -5.2638175e-01
  -5.9912795e-01  -1.4548298e+00  -1.0687331e+00  -5.4394651e-01
   6.4803839e-01   7.1460922e-01  -2.3652250e-01   1.2899393e+00
  -3.3536564e-01  -1.9291924e-02  -1.0040366e+00  -3.5678668e-01
   1.3677166e+00  -1.2411584e+00  -1.0331720e+00  -5.0372296e-01
   1.3316673e+00  -1.9976700e-02  -1.6527089e-01   1.2358224e+00
  -9.7423603e-01  -1.4095671e+00  -1.0541074e+00  -5.5312693e-01
   4.5384295e-01  -1.7801034e+00  -1.0217763e+00  -5.6926310e-01
   3.2899666e-01   1.4028507e+00  -1.9725824e-01   1.2736399e+00
   1.6295735e-01   2.4223811e-01  -2.5396062e-01   1.2017796e+00
   1.4797641e+00   1.7184355e+00   2.5603409e-01   1.0154206e+00
  -9.4088389e-01   7.8666880e-01  -3.3423789e-01   1.1710656e+00
  -7.2770370e-01   3.3116386e-01  -5.5349592e-01  -2.5305650e-01
