   1.8595541e+00   3.4817882e-01  -2.3861209e-02   1.1720944e+00
  -1.8571533e+00   1.6935186e+00  -5.9346074e-01   1.4722264e+00
   1.7359730e+00  -1.2607347e+00  -8.1763617e-01  -5.2276727e-01
   7.1494062e-01   1.6195239e+00  -3.3150830e-02   1.1810742e+00
   1.0309605e+00   1.9189935e+00   1.7266228e-01   1.0634542e+00
   6.2191156e-01  -9.6774122e-01  -1.1627816e+00  -4.5683064e-01
   7.7931449e-01  -8.1329651e-01  -1.0668642e+00  -4.5309871e-01
  -2.1765520e-01  -4.5564105e-02  -8.6526557e-01  -3.5762628e-01
   1.0187467e+00  -1.6460469e-01  -1.7301675e-01   1.1920532e+00
   6.2039202e-01   8.4543323e-02  -2.3220647e-01   1.2319008e+00
   1.8371657e+00  -9.5251526e-01   2.4653556e-01   5.1682539e-01
  -1.4455022e+00   7.1891181e-01  -7.9453863e-01  -2.3040693e-01
  -9.6996698e-01   8.8490999e-01  -4.0098947e-01   1.2799268e+00
   1.3628690e+00  -1.5729526e+00  -1.0579950e+00  -5.3181637e-01
   1.7170545e+00   8.6014831e-01   5.2139141e-02   1.1311186e+00
  -6.0006494e-01   1.6148822e+00  -3.8207852e-01   1.3771094e+00
  -9.9566457e-01  -6.6334779e-01  -1.2961171e+00  -4.0776753e-01
   4.6417870e-01   7.9498333e-01  -2.6415105e-01   1.3053092e+00
  -1.0684460e-01  -1.2087607e+00  -1.1677221e+00  -4.8235943e-01
   1.3233145e+00   9.7629704e-01  -2.9130649e-02   1.1774888e+00
   3.4105636e-01   8.9742361e-05  -1.0562396e-01   9.7074520e-01
  -8.5664392e-01   4.3946659e-01  -3.7492166e-01  -1.6800248e-01
  -4.7821661e-01   1.2219577e+00  -4.0205364e-01   1.3816758e+00
   2.7128656e-01   3.0688606e-01  -2.8445774e-01   1.2675290e+00
  -1.7841995e+00  -1.0402720e+00  -1.1237643e+00  -5.1325639e-01
   1.2319021e-01   1.5460477e+00  -2.1983127e-01   1.2868399e+00
   2.7529464e-01   1.9147226e+00  -8.0269538e-02   1.2084151e+00
  -6.5150942e-01  -1.1564650e-01  -1.3185364e+00  -3.4849099e-01
   1.1771382e+00   7.2788762e-01  -1.1877625e-01   1.2267499e+00
   1.1413254e-01  -1.7142181e+00  -1.0256650e+00  -5.6795666e-01
  -1.3374051e+00   8.6599370e-02  -1.4291417e+00  -3.1063665e-01
   4.0792777e-01  -1.6130799e+00  -1.0693912e+00  -5.4044518e-01
  -9.4811486e-01   1.2725942e+00  -4.7380646e-01   1.4123526e+00
   7.5685801e-01   8.8975837e-01  -1.8936773e-01   1.2666053e+00
   9.9260637e-01  -1.4005382e+00  -1.1039615e+00  -5.0743858e-01
  -1.3904879e+00   1.2013223e+00  -4.9106208e-01   1.3671568e+00
   1.3032679e+00  -1.8480917e-01  -1.6129589e-01   1.2160057e+00
   1.9845389e+00   1.3012552e+00   2.7649852e-01   1.0033753e+00
  -2.2928692e-01  -1.4673160e+00  -1.0882480e+00  -5.3149974e-01
   1.8475923e+00  -4.3624879e-01  -9.2629547e-02   1.1840601e+00
  -1.9814631e+00   1.3255190e+00  -3.9764444e-01   1.1093055e+00
   1.0996419e+00   1.2134576e+00  -3.2260572e-02   1.1798338e+00
  -1.6622566e+00   1.0750332e-01  -1.4603641e+00  -3.0281960e-01
  -4.0086940e-01  -3.3280213e-01  -1.2974605e+00  -3.7330791e-01
  -1.2726119e+00  -1.9380515e+00  -7.7061996e-01  -7.1848625e-01
  -1.4178441e+00  -1.3313264e+00  -1.0404586e+00  -5.6159416e-01
   1.4771688e+00  -5.1036104e-01  -7.9297697e-02   1.1043457e+00
   1.4121245e+00   1.8065219e+00   2.6632999e-01   1.0095566e+00
   4.8822053e-01   1.6813282e+00  -8.3741276e-02   1.2100322e+00
   5.2998159e-02   9.5143238e-01  -3.2734612e-01   1.3396695e+00
  -1.6961332e+00  -3.0865754e-01  -1.3783139e+00  -3.6101087e-01
  -1.0403354e+00   1.9148360e-01  -1.3410219e+00  -3.1318557e-01
  -1.5067243e+00   1.7709479e+00  -5.4422093e-01   1.4621740e+00
  -1.2643688e+00  -3.2902358e-01  -1.3726481e+00  -3.6020953e-01
  -1.0401899e+00   1.9322099e+00  -4.3177343e-01   1.4066179e+00
  -1.8013823e+00   8.0439502e-01  -1.2536949e+00  -2.4466520e-01
   1.6108644e+00   6.6535541e-01  -2.3219864e-02   1.1731770e+00
   1.7791488e+00   1.5650586e-01  -7.1993005e-02   1.1967778e+00
  -4.2989446e-02   6.6611165e-01  -3.4907347e-01   1.3332350e+00
  -6.4912236e-01  -1.2874702e+00  -1.1242892e+00  -5.1110544e-01
   1.6002154e+00  -1.4879424e+00  -1.0266216e+00  -5.2964990e-01
  -5.2301288e-01   1.9963216e+00  -2.8989786e-01   1.3277821e+00
   1.1210083e+00  -1.8695967e+00  -1.0135385e+00  -5.7067413e-01
  -4.4104465e-01   2.4479917e-01  -9.3939336e-02  -1.8317212e-02
  -1.0332349e+00   1.5274660e+00  -4.7822290e-01   1.4251497e+00
  -3.8435142e-01   6.7670122e-01  -3.7117526e-01   1.3153864e+00
  -1.6141819e+00  -1.2382669e+00  -1.0582740e+00  -5.5136739e-01
  -1.4721068e+00  -5.2433382e-01  -1.3247519e+00  -3.9297666e-01
   1.7682024e+00  -1.5709625e-01  -1.0301772e-01   1.2059440e+00
   1.8245382e+00   1.9265518e+00   4.7696816e-01   8.8842057e-01
   3.0083438e-01  -1.3743802e+00  -1.1297605e+00  -5.0322843e-01
  -1.7608818e+00   1.4220912e+00  -5.4353935e-01   1.3999471e+00
  -1.0608803e+00   5.7905815e-01  -2.8413986e-01  -7.7678522e-02
