4.183317214668191752e+01 5.394191301463113319e+01 1.452767827678868862e-01 2.928322050267734156e+01
1.787796652428622579e+01 6.696749219434809675e+01 4.000906425804011124e-01 1.251457656700035770e+01
1.579314664749922059e+01 5.738689098821665624e+01 1.107003602211813709e+00 1.105520265324945406e+01
2.599521553334636437e+01 4.538289530609458922e+01 1.258608589342846695e+00 1.819665087334245257e+01
3.858846788948755435e+00 1.619174059449327530e+01 6.181269149752415615e+01 2.701192752264128583e+00
9.776923327503370231e+00 4.217032322124673271e+01 6.600659624782015733e+00 6.843846329252358807e+00
5.151308862006902700e+01 5.332326049766189868e+01 6.360491686883741613e-02 3.605916203404831322e+01
7.030894910500803974e+01 5.438398124203948214e+01 1.024456438244853752e-02 4.921626437350562355e+01
3.436766542677743530e+01 1.877785235104314410e+01 5.501289840317053148e+00 2.405736579874420400e+01
2.115603370692000240e+01 2.021677319119598693e+01 1.426407514466882098e+01 1.480922359484400097e+01
3.967299214304237154e+01 3.323304713875487693e+01 1.066891290295024941e+00 2.777109450012966008e+01
4.664807558561403056e+01 9.913883021296992837e+00 4.016883178945790611e+00 3.265365290992981784e+01
2.043212838607368198e+01 4.633131779961288998e+01 1.887534279674408788e+00 1.430248987025157703e+01
1.426584932831011976e+01 1.745089626589382803e+01 2.905341093623700743e+01 9.986094529817084009e+00
5.441981965207756389e+01 3.308258189555316164e+01 2.930868605858240050e-01 3.809387375645429330e+01
8.689785934013991664e+01 6.779995050893543862e+01 6.327279040552463837e-04 6.082850153809793881e+01
8.510710840592996362e+01 3.014469157192938198e+01 2.352914358286284716e-02 5.957497588415097312e+01
1.767029303785091798e+01 3.017397896924793343e+01 8.867613289557047196e+00 1.236920512649564152e+01
2.264134170243938726e+01 6.545101378899680356e+01 2.977464516058073163e-01 1.584893919170757037e+01
8.999610629847940402e+01 3.757852503435041314e+01 7.644860964514488093e-03 6.299727440893558139e+01
1.432444926353674752e+01 6.284551851290068925e+01 7.875248220163785229e-01 1.002711448447572273e+01
1.847669041939738932e+01 3.526406716333725910e+01 5.549244982141888549e+00 1.293368329357817181e+01
5.465096580833731821e+01 1.702250923082979650e+00 3.967417893320710487e+00 3.825567606583611990e+01
7.679903079164432711e+01 3.067329337717034932e+01 4.799030518512688304e-02 5.375932155415102898e+01
3.736437459930395022e+01 2.290921148621439229e+01 3.074711186594092371e+00 2.615506221951276444e+01
8.063629290045206233e+01 3.458037782990253106e+01 2.378452051294434322e-02 5.644540503031643652e+01
7.792713637348173350e+00 9.265418700974560551e+00 6.759020525709330229e+01 5.454899546143720634e+00
1.014547125933894733e+01 3.067113496249552185e+01 1.561588192096587946e+01 7.101829881537262246e+00
4.624403934377404823e+01 3.041487388545532689e+00 7.080691887033513154e+00 3.237082754064183376e+01
6.843366181103033341e+01 2.371513924020108988e+01 1.894255306009812179e-01 4.790356326772123197e+01
7.726722937061845187e+01 2.355693253141009791e+01 8.663786790977748287e-02 5.408706055943291346e+01
5.094917726170501737e+01 6.333761379105177980e+01 2.718043510836300539e-02 3.566442408319350932e+01
1.356735196739165339e+01 2.671020997494976257e+01 1.600464673100939450e+01 9.497146377174157550e+00
5.464522187980646351e+01 2.051461245459003280e+01 8.474063659921949876e-01 3.825165531586452516e+01
8.799945137347486934e+01 6.168343074522297087e+01 1.005833769260396299e-03 6.159961596143240570e+01
5.571913817320660200e+01 5.792587793780544558e+01 2.857995681095872043e-02 3.900339672124461998e+01
5.716688647463016082e+01 1.571513054168295476e+01 1.020279563105339626e+00 4.001682053224111257e+01
5.153437994666630573e+01 4.462065179757122735e+01 1.378210498879301749e-01 3.607406596266640975e+01
7.092602454935403955e+01 2.651206230836869793e+00 9.264593138251452364e-01 4.964821718454782484e+01
3.358438831157913995e+01 3.757733728799299566e+00 1.785297917232728437e+01 2.350907181810539726e+01
6.740619946770080162e+01 6.377404264413447521e+01 5.687286295552315858e-03 4.718433962739055687e+01
5.848362725067290313e+01 2.712579486743308976e+01 3.424109261102784574e-01 4.093853907547102722e+01
6.179651032506118469e+01 3.508711477600021311e+01 1.266103476182382781e-01 4.325755722754282573e+01
2.788633038036157075e+01 5.785571557853721458e+00 2.357402151511453070e+01 1.952043126625309810e+01
8.260560921520881550e+01 7.658701617143162110e+00 2.163946635002796659e-01 5.782392645064616943e+01
7.464300511228475443e+01 1.506900748825464476e+01 2.311475458364223856e-01 5.225010357859932242e+01
6.469012552962550444e+01 1.068096373267146681e+00 1.802307041854629199e+00 4.528308787073785169e+01
2.166280331118208125e+01 2.695733224030301045e+01 8.221732193736714933e+00 1.516396231782745652e+01
9.341504936662655467e+00 4.776079606448082160e+01 4.352079258083712432e+00 6.539053455663858649e+00
7.568595355146821646e+01 3.904648872837771734e+01 2.505541760448650596e-02 5.298016748602774584e+01
7.662685148029217430e+01 4.996929448231025361e+01 8.530397611308564859e-03 5.363879603620451775e+01
5.982078622611302876e+01 4.638201928041450373e+01 5.544370603924200086e-02 4.187455035827911587e+01
6.964102218325494675e+01 4.812234606214754962e+01 1.924523162394056394e-02 4.874871552827845989e+01
5.954596437828108435e+01 6.554469308531180616e+01 1.004205976734100399e-02 4.168217506479675905e+01
6.704501911347075804e+01 1.060756119953600773e+01 6.640188194632373753e-01 4.693151337942952495e+01
8.150076025486990261e+01 6.683198092991116823e+01 1.149257916711413476e-03 5.705053217840892898e+01
7.653026768991641404e+01 6.012211323520131145e+01 3.397762864866232801e-03 5.357118738294148841e+01
3.189645849132682898e+01 4.245877322316028568e+01 9.619206457188415049e-01 2.232752094392877851e+01
7.785115258425112472e+01 5.529172795221746384e+01 4.680157244269140399e-03 5.449580680897578588e+01
8.529377813342549075e+01 3.091895049948373497e+00 2.530742610961767003e-01 5.970564469339783642e+01
3.650437401969495177e+00 4.605780709606847978e+01 8.062658908553236969e+00 2.555306181378646624e+00
2.718045073759915908e+01 5.328277464550293274e+01 5.747294283492093703e-01 1.902631551631941065e+01
7.743013757222684035e+01 6.077196263351333450e+00 3.924940106124464312e-01 5.420109630055878824e+01
4.047097599060341366e+01 1.365340831626860663e+01 4.980622602985617320e+00 2.832968319342238672e+01
5.854784224558033934e+00 6.235266251966476858e+01 1.735923916502345010e+00 4.098348957190623310e+00
8.933748992865631067e+01 4.849571931761261112e+01 2.994242231793946274e-03 6.253624295005941036e+01
5.626905264259313810e+01 5.126879087803108348e+01 4.949958237575242254e-02 3.938833684981519667e+01
3.881394356263867707e+01 3.367308183611824823e+00 1.237726411668301907e+01 2.716976049384707181e+01
1.367571197494006352e+00 3.012811400917311744e+01 3.173446829533293112e+01 9.572998382458043354e-01
8.202028786311844044e+01 2.165880480374308448e+01 6.663586140787175482e-02 5.741420150418290547e+01
2.527000601317875805e+01 1.243827512508248390e+01 1.819215063460377735e+01 1.768900420922512851e+01
8.144782225318307667e+01 3.990743077397375771e+01 1.363574389020285292e-02 5.701347557722814940e+01
3.301558882103486070e+01 3.269697863702354113e+01 1.989970321699945810e+00 2.311091217472440107e+01
3.288020975091721088e+00 5.789502693540789835e+01 3.161016521980430483e+00 2.301614682564204539e+00
6.146649786908817248e+01 5.216035091196285833e+01 2.835442000421087988e-02 4.302654850836172074e+01
6.296957950877677490e+01 7.425934809525718272e+00 1.235936444246283239e+00 4.407870565614373959e+01
7.262371050598486022e+01 6.460536096257720828e+01 3.239826301282517067e-03 5.083659735418940073e+01
8.835818883558295056e+01 1.728145521664039563e+01 5.530372957372615278e-02 6.185073218490806113e+01
2.417574858747433098e+01 7.427803105031260955e-01 4.066932683868769516e+01 1.692302401123203026e+01
2.033956681620892937e+01 4.064705642754936576e+01 3.057028339538620187e+00 1.423769677134624878e+01
3.422936295760299341e+00 1.166187743251740905e+00 5.985069809995844992e+01 2.396055407032209317e+00
3.897961170098108852e+01 4.409760668142938300e+01 4.459193627835309481e-01 2.728572819068676125e+01
2.575307620237795447e+01 3.051676584359419664e+01 4.417911144790566347e+00 1.802715334166456529e+01
1.362580213486488212e+01 3.218155592288771683e+00 6.369629086064992407e+01 9.538061494405416951e+00
1.018002549518409872e+01 6.941212105523287335e+01 6.440672703467340554e-01 7.126017846628868391e+00
6.912089364600807251e+00 2.588888104673266000e+01 2.816298246269966299e+01 4.838462555220564454e+00
1.236273941595997172e+01 3.615549001653338479e+01 8.583589497198950369e+00 8.653917591171978785e+00
7.060888686438063644e+01 3.950818189465889674e+01 3.828852042550726781e-02 4.942622080506644267e+01
2.864348289534831338e+01 6.753724541662940339e+01 1.437200488982142699e-01 2.005043802674381936e+01
4.763326812161074741e+01 2.116674572994085324e+01 1.475220769155495937e+00 3.334328768512752106e+01
2.370869801872506955e+01 3.538180299138861074e+01 3.536066371907422123e+00 1.659608861310754691e+01
7.057417045728081462e+01 3.036672382353296129e+01 8.687506699204844418e-02 4.940191932009656739e+01
2.273461534792666772e+00 3.816872365656528387e+01 1.661910267620142534e+01 1.591423074354866740e+00
9.477748179604665424e+00 2.159252545628914177e+01 3.118276239448348264e+01 6.634423725723265441e+00
1.238033503688840131e-01 5.048196850306371175e+01 7.596576315628633225e+00 8.666234525821880919e-02
4.596619191086004719e+01 6.945680891543648272e+01 2.471983993946123837e-02 3.217633433760202877e+01
4.770198141640803868e+01 5.704408307939770850e+01 6.456057127654919736e-02 3.339138699148562495e+01
4.242874351139903411e+01 6.494448551829617600e+01 5.146293739778180082e-02 2.970012045797932032e+01
6.437345176225666421e+01 6.969346332211036099e+01 4.382766216994420441e-03 4.506141623357966353e+01
8.985881705190271873e+01 5.476348124811696749e+01 1.601678779193188747e-03 6.290117193633189885e+01
