3.704867598898209380e-03 6.089131965506112465e+01 3.268297958227397437e+00 2.593407319228746566e-03
1.374945736729405255e+01 6.089723962039229832e+01 9.806661359668584765e-01 9.624620157105836071e+00
8.729869284084657011e+01 3.063096948696025379e+01 1.841313218037834640e-02 6.110908498859259197e+01
5.816196308329684150e+00 6.463029994458565852e+00 7.821671029047389823e+01 4.071337415830778461e+00
4.215041577253786187e+01 4.608778948460681590e+01 2.822281931396873333e-01 2.950529104077650189e+01
1.177224310970268206e+01 3.798804062627225697e-01 7.111564345044749302e+01 8.240570176791877088e+00
7.879184055290497213e+01 2.719438676693284762e+01 5.459842925847376710e-02 5.515428838703347481e+01
4.686937946063516591e+01 1.754024365260138651e+01 2.127546681499102643e+00 3.280856562244461117e+01
8.128013027917073430e+01 6.120812206923958598e+01 1.972623735816828212e-03 5.689609119541950832e+01
1.545732827881534455e+01 6.878046181015243121e+01 4.241657134646342198e-01 1.082012979517074136e+01
8.163767498720822857e+01 3.242406129307320128e+01 2.634663337824806259e-02 5.714637249104575289e+01
3.652708982581643227e+01 4.387254313305077602e+01 5.656190717588176486e-01 2.556896287807150259e+01
5.853568574635507105e+01 4.982122343620353178e+01 4.580658652221024363e-02 4.097498002244854831e+01
4.850867260572915995e+01 3.276771704807755015e+01 5.098360380540263304e-01 3.395607082401041055e+01
6.435355902893832081e+01 3.547901206915194194e+01 9.701754735210316172e-02 4.504749132025682457e+01
7.885949766824584817e-01 4.212249778170723147e+01 1.386656430268929796e+01 5.520164836777209372e-01
1.729060874387428015e+01 6.078889490181840216e+01 7.228930768198702506e-01 1.210342612071199575e+01
8.293775202036489702e+01 2.629469715810017760e+00 3.244856830858909857e-01 5.805642641425542649e+01
3.570769380089060263e+01 1.372537886029841125e+01 7.308449369373962945e+00 2.499538566062341971e+01
3.507266296737971345e+01 5.776913440834691471e+01 1.909095931132521184e-01 2.455086407716579799e+01
2.250968178566774114e+01 4.497499318998856666e+01 1.766280833384112459e+00 1.575677724996741702e+01
1.804896585305077039e+01 6.411678404765441996e+01 5.057118692054661802e-01 1.263427609713553856e+01
